instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
5655553,22092,719UP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
653313,2552,719UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5669889,22148,719WB29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
707073,2762,719WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
120065,469,71AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5124609,20018,71JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
80129,313,71MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5670657,22151,71WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5252609,20518,720AR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5211649,20358,720AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5634561,22010,720ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5635841,22015,720MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5267201,20575,721AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5626113,21977,721MP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5638145,22024,721PY28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5667585,22139,721TR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5639937,22031,722AP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5639681,22030,722AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5687041,22215,722AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5640193,22032,722AP31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
613121,2395,722AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5354241,20915,722AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5337601,20850,722AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5354497,20916,722GA29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
613889,2398,722KA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
659969,2578,722KA38A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5604609,21893,722PN32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
617729,2413,722RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5654785,22089,722UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5557761,21710,723KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
654593,2557,723PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5669633,22147,723WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
617985,2414,723WB41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5540865,21644,724AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5541121,21645,724AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5354753,20917,724AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
611585,2389,724AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5419265,21169,724GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5252865,20519,724HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
656129,2563,724JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
688897,2691,724KA37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
689409,2693,724KA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
655361,2560,724RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5560577,21721,725PN25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5664513,22127,725TN27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5685761,22210,725TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
660737,2581,725TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
680193,2657,725WB41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5384705,21034,726AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5384193,21032,726GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2054913,8027,726GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5682177,22196,726JH27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5652993,22082,726UP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5669377,22146,726WB34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5516801,21550,727AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2441473,9537,727GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5617153,21942,727MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
686849,2683,727MZ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5640705,22034,727RJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5648385,22064,727RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5430785,21214,728GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
688129,2688,728JH36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5541377,21646,728JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5608449,21908,728KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5671681,22155,728SK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5657089,22098,728UP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5540609,21643,729AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5540353,21642,729BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5687553,22217,729GA29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5689345,22224,729GA29A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
656897,2566,729KA36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
659201,2575,729KA37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
679937,2656,729KA39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5635329,22013,729ML29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5626881,21980,729MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5619201,21950,729MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5631489,21998,729NL29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
688641,2690,729TR36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5675777,22171,729UK29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5657345,22099,729UP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5671169,22153,729WB29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5266945,20574,72AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5365761,20960,72AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
610817,2386,72GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5336065,20844,72HP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
612097,2391,72JH35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5199873,20312,72JK29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5124353,20017,72KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5634817,22011,72ML29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5636609,22018,72MZ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5630977,21996,72NL29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
661505,2584,72RJ46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5663745,22124,72TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
680705,2659,72TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
611073,2387,72UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5668353,22142,72WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5430529,21213,730AS29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5542657,21651,730JK29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5604865,21894,730PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5670913,22152,730WB29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5684737,22206,731TS60-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5668097,22141,731WB34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2118145,8274,732GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5661441,22115,733TN54-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
612865,2394,734TR36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5673473,22162,735CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1775617,6936,735GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
614401,2400,735KA39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
615425,2404,735KA40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5627393,21982,735MP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5639169,22028,735PY30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5685249,22208,735TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5683713,22202,735UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5677313,22177,735WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1846785,7214,737GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5682433,22197,737JH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5683969,22203,739TS59-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5389057,21051,73HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5559553,21717,73PN34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5648897,22066,73RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5655297,22091,73UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5686017,22211,743TS54-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5190913,20277,745GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5641217,22036,745RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5674241,22165,745UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1759745,6874,74GS2035-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5191169,20278,750AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5175809,20218,750GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5636097,22016,750MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5659393,22107,750TN29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5680385,22189,750TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
2571777,10046,757GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5672449,22158,759CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1827585,7139,759GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1825281,7130,759GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1759489,6873,75GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5667073,22137,75TR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1828353,7142,761GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2441729,9538,762GS2039-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2536193,9907,763GS2059-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5265921,20570,764AR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5266177,20571,764GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5680129,22188,765TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5654017,22086,765UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1822977,7121,768GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2531329,9888,769GS2043-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5615105,21934,76MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1823489,7123,772GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2458625,9604,772GS2049-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1826817,7136,772GS2055-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5388545,21049,773GJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1824513,7127,773GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5658625,22104,775TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5614849,21933,778MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5388801,21050,780AP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5176065,20219,780HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5366785,20964,780KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5616641,21940,783MH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5683457,22201,785UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5388033,21047,788GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1823233,7122,788GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5648641,22065,788RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5647617,22061,790RJ26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5607425,21904,791KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5367041,20965,793KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5653505,22084,793UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1749761,6835,795GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5387777,21046,795JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5366017,20961,798AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5684481,22205,799TS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5684225,22204,799TS35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5676801,22175,799WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1764865,6894,808GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5630721,21995,80NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5682945,22199,810JH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5607681,21905,810KL32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1766401,6900,813GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1823745,7124,813GS2045-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1796353,7017,815GS2022A-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1821185,7114,815GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5678337,22181,815JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1821441,7115,817GS2044-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762305,6884,824GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1819137,7106,824GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1765889,6898,826GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1771777,6921,828GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762561,6885,828GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1760001,6875,82GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1798145,7024,82GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5647873,22062,831RJ27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1766145,6899,832GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1796865,7019,833GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1772033,6922,833GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762049,6883,833GS2036-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1749505,6834,835GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1787137,6981,83GS2040-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1800705,7034,83GS2042-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1816833,7097,84GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1814529,7088,86GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1791745,6999,879GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1802753,7042,883GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1795329,7013,883GS2041-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5607937,21906,896KL35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1794817,7011,897GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5366529,20963,8AR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5388289,21048,8AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5383937,21031,8HR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
5612289,21923,8MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1794561,7010,915GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
956929,3738,91D020921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
869121,3395,91D050821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
815105,3184,91D080721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
964865,3769,91D090921-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
902145,3524,91D130821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
821761,3210,91D150721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
710145,2774,91D170621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
916737,3581,91D190821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
836609,3268,91D220721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
754177,2946,91D240621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
939777,3671,91D260821-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
847105,3309,91D290721-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
791297,3091,91D300621-TB,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1814273,7087,923GS2043-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1801985,7039,92GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5352961,20910,A2ZINFRA-BE,A2Z INFRA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
142593,557,AAATECH-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
60161,235,AAKASH,AAKASH EXPLORATION SER L,0.0,,0.0,0.05,1,EQ,NSE,NSE
265217,1036,AARON-BE,AARON INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1147137,4481,AARTIDRUGS,AARTI DRUGS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1793,7,AARTIIND,AARTI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4923649,19233,AARTISURF,AARTI SURFACTANTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3526401,13775,AARVEEDEN-BE,AARVEE DEN. & EXP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4882689,19073,AARVI,AARVI ENCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
1378561,5385,AAVAS,AAVAS FINANCIERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2561,10,ABAN,ABAN OFFSHORE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3329,13,ABB,ABB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4583169,17903,ABBOTINDIA,ABBOTT INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,0.0,,0.0,0.05,1,EQ,NSE,NSE
567041,2215,ABFRLPP1-E1,,0.0,,0.0,0.05,1,EQ,NSE,NSE
2821633,11022,ABINFRA-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4415745,17249,ABMINTLTD,ABM INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2198529,8588,ABNINT-IT,,0.0,,0.0,0.05,5000,EQ,NSE,NSE
3580673,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,0.0,,0.0,0.01,1,EQ,NSE,NSE
5633,22,ACC,ACC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5431553,21217,ACCORD-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
375041,1465,ACCURACY,ACCURACY SHIPPING,0.0,,0.0,0.05,1,EQ,NSE,NSE
3478273,13587,ACE,ACTION CONST EQUIP,0.0,,0.0,0.05,1,EQ,NSE,NSE
5449217,21286,ACEINTEG-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
481025,1879,ACRYSIL,ACRYSIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
6401,25,ADANIENT,ADANI ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
913665,3569,ADANIGREEN-BE,ADANI GREEN ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,0.0,,0.0,0.05,1,EQ,NSE,NSE
4452353,17392,ADANIPOWER-BE,ADANI POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2616577,10221,ADANITRANS-BE,ADANI TRANSMISSION,0.0,,0.0,0.05,1,EQ,NSE,NSE
5058817,19761,ADFFOODS,ADF FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
63489,248,ADL-BE,ARCHIDPLY DECOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
8705,34,ADORWELD,ADOR WELDING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1267969,4953,ADROITINFO,ADROIT INFOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3792129,14813,ADSL,ALLIED DIGITAL SERV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3774721,14745,ADVANIHOTR,ADVANI HOT.& RES.(I),0.0,,0.0,0.05,1,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
10241,40,AEGISCHEM,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2904065,11344,AFFLE-BE,AFFLE (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
867585,3389,AGARIND,AGARWAL INDS CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2089985,8164,AGCNET-BE,AGC NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2834433,11072,AGRITECH,AGRI-TECH (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
2315777,9046,AGROPHOS,AGRO PHOS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2756865,10769,AHIMSA-SM,,0.0,,0.0,0.05,6000,EQ,NSE,NSE
513025,2004,AHLADA,AHLADA ENGINEERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),0.0,,0.0,0.05,1,EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
4957697,19366,AHLWEST,ASIAN HOTELS (WEST),0.0,,0.0,0.05,1,EQ,NSE,NSE
3350017,13086,AIAENG,AIA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2533633,9897,AIRAN,AIRAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
5600001,21875,AIROLAM-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
123393,482,AISL-SM,,0.0,,0.0,0.05,1200,EQ,NSE,NSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4430593,17307,AJMERA,AJMERA REALTY & INF I,0.0,,0.0,0.05,1,EQ,NSE,NSE
872705,3409,AJOONI-BE,AJOONI BIOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3458561,13510,AKASH,AKASH INFRA-PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
557057,2176,AKG,AKG EXIM,0.0,,0.0,0.05,1,EQ,NSE,NSE
5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2200321,8595,AKSHOPTFBR-BE,AKSH OPTIFIBRE ,0.0,,0.0,0.05,1,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2539777,9921,ALANKIT,ALANKIT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4417537,17256,ALBERTDAVD,ALBERT DAVID,0.0,,0.0,0.05,1,EQ,NSE,NSE
424449,1658,ALCHEM-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
20225,79,ALEMBICLTD,ALEMBIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
3495937,13656,ALICON,ALICON CASTALLOY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4341505,16959,ALKALI,ALKALI METALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3456257,13501,ALLCARGO,ALLCARGO LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3020289,11798,ALLSEC,ALLSEC TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4280065,16719,ALMONDZ,ALMONDZ GLOBAL SEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4524801,17675,ALOKINDS,ALOK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3802113,14852,ALPA-BE,ALPA LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1039361,4060,ALPSINDUS,ALPS INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
25601,100,AMARAJABAT,AMARA RAJA BATTERIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1045249,4083,AMBANIORG-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
